order_id,order_type,cust_id,order_date,delivery_date,tot_units,displayed_selling_price_per_unit,total_amount_paid,product_id,delivery_person_id,payment_type,delivery_pincode
10000000248,buy,10000002,2020-03-08,2020-03-13,10,776,7370,12347,1000009,credit,400001
10000000249,buy,10000001,2020-03-09,2020-03-10,3,1078,3201,12348,1000005,debit,700001
10000000250,buy,10000014,2020-03-09,2020-03-17,4,76000,282720,12346,1000005,debit,700001
10000000251,buy,10000006,2020-03-10,2020-03-13,9,76800,635904,12346,1000003,credit,500001
10000000252,buy,10000006,2020-03-10,2020-03-18,8,66400,520576,12346,1000009,netbanking,400001
10000000253,buy,10000002,2020-03-10,2020-03-17,1,744,677,12347,1000006,cash,400001
10000000254,buy,10000009,2020-03-11,2020-03-19,6,640,3762,12347,1000006,cash,400001
10000000255,buy,10000001,2020-03-11,2020-03-14,3,68250,188370,12349,1000005,cash,700001
10000000256,buy,10000008,2020-03-11,2020-03-12,9,696,6075,12347,1000010,credit,600001
10000000257,buy,10000005,2020-03-12,2020-03-13,2,924,1792,12348,1000009,netbanking,400001
10000000258,buy,10000002,2020-03-12,2020-03-16,2,1380,2676,12345,1000009,netbanking,400001
10000000259,buy,10000002,2020-03-12,2020-03-21,1,924,877,12348,1000009,netbanking,400001
10000000260,buy,10000012,2020-03-13,2020-03-20,8,1425,10944,12345,1000007,cash,700001
10000000261,buy,10000005,2020-03-13,2020-03-20,1,736,684,12347,1000002,netbanking,400001
10000000262,buy,10000001,2020-03-13,2020-03-14,5,664,3250,12347,1000001,credit,560001
10000000263,buy,10000010,2020-03-14,2020-03-21,8,1305,9808,12345,1000007,debit,700001
10000000264,buy,10000005,2020-03-14,2020-03-20,5,65600,298480,12346,1000008,netbanking,110001
10000000265,buy,10000013,2020-03-14,2020-03-24,2,696,1266,12347,1000010,credit,600001
10000000266,buy,10000008,2020-03-14,2020-03-19,6,1215,7140,12345,1000007,debit,700001
10000000267,buy,10000009,2020-03-14,2020-03-22,9,714,5841,12350,1000002,debit,400001
10000000268,buy,10000005,2020-03-15,2020-03-21,1,60750,56497,12349,1000009,cash,400001
10000000269,buy,10000011,2020-03-15,2020-03-20,3,1045,2913,12348,1000004,credit,400001
10000000270,buy,10000012,2020-03-16,2020-03-26,8,72000,524160,12346,1000003,netbanking,500001
10000000271,buy,10000002,2020-03-16,2020-03-17,3,790,2133,12350,1000003,cash,500001
10000000272,buy,10000001,2020-03-16,2020-03-25,8,1089,8624,12348,1000010,credit,600001
10000000273,buy,10000014,2020-03-17,2020-03-20,2,69750,132524,12349,1000003,debit,500001
10000000274,buy,10000001,2020-03-17,2020-03-27,1,1034,971,12348,1000006,debit,400001
10000000274,return,10000001,2020-03-27,2020-04-05,1,1034,-971,12348,1000006,debit,400001
10000000275,buy,10000012,2020-03-17,2020-03-18,1,1230,1205,12345,1000004,debit,400001
10000000275,return,10000012,2020-03-21,2020-03-22,1,1230,-1205,12345,1000004,debit,400001
10000000276,buy,10000012,2020-03-17,2020-03-20,8,1380,10928,12345,1000001,credit,560001
10000000277,buy,10000007,2020-03-18,2020-03-28,4,64000,238080,12346,1000005,debit,700001
10000000278,buy,10000010,2020-03-18,2020-03-27,8,60750,447120,12349,1000009,debit,400001
10000000279,buy,10000011,2020-03-18,2020-03-23,6,833,4896,12350,1000005,cash,700001
10000000280,buy,10000011,2020-03-18,2020-03-23,2,968,1858,12348,1000002,debit,400001
10000000281,buy,10000012,2020-03-19,2020-03-28,3,768,2094,12347,1000003,debit,500001
10000000282,buy,10000011,2020-03-19,2020-03-21,7,64000,416640,12346,1000004,debit,400001
10000000283,buy,10000005,2020-03-19,2020-03-27,9,880,7128,12348,1000003,netbanking,500001
10000000283,return,10000005,2020-03-30,2020-04-01,9,880,-7128,12348,1000003,netbanking,500001
10000000284,buy,10000011,2020-03-19,2020-03-26,3,697,1944,12350,1000008,netbanking,110001
10000000285,buy,10000012,2020-03-19,2020-03-29,7,64500,415380,12349,1000004,credit,400001
10000000286,buy,10000002,2020-03-20,2020-03-28,8,773,5936,12350,1000006,credit,400001
10000000287,buy,10000013,2020-03-20,2020-03-29,9,748,6057,12350,1000004,debit,400001
10000000288,buy,10000005,2020-03-20,2020-03-26,10,1067,10130,12348,1000002,cash,400001
10000000289,buy,10000013,2020-03-20,2020-03-24,9,63000,515970,12349,1000008,credit,110001
10000000290,buy,10000011,2020-03-20,2020-03-24,1,64500,58695,12349,1000009,debit,400001
10000000291,buy,10000002,2020-03-21,2020-03-30,8,968,7504,12348,1000001,debit,560001
10000000292,buy,10000010,2020-03-21,2020-03-25,4,69750,256680,12349,1000007,cash,700001
10000000293,buy,10000006,2020-03-21,2020-03-27,6,1335,7848,12345,1000007,netbanking,700001
10000000294,buy,10000009,2020-03-21,2020-03-30,6,1200,6984,12345,1000003,netbanking,500001
10000000295,buy,10000002,2020-03-21,2020-03-27,6,70500,384930,12349,1000005,debit,700001
10000000296,buy,10000012,2020-03-22,2020-03-28,3,990,2700,12348,1000003,cash,500001
10000000297,buy,10000011,2020-03-22,2020-03-27,2,1485,2910,12345,1000005,netbanking,700001
10000000298,buy,10000008,2020-03-22,2020-03-30,1,1335,1214,12345,1000004,debit,400001
10000000299,buy,10000011,2020-03-23,2020-03-26,4,72000,259200,12346,1000003,cash,500001
10000000300,buy,10000004,2020-03-23,2020-03-29,9,756,6390,12350,1000002,credit,400001
10000000301,buy,10000003,2020-03-23,2020-03-26,4,1001,3800,12348,1000009,credit,400001
10000000302,buy,10000013,2020-03-24,2020-04-03,1,73600,66976,12346,1000008,debit,110001
10000000303,buy,10000009,2020-03-24,2020-03-25,3,64800,180792,12346,1000004,debit,400001
10000000304,buy,10000012,2020-03-24,2020-04-01,2,1350,2456,12345,1000002,credit,400001
10000000305,buy,10000014,2020-03-25,2020-04-02,10,1056,10130,12348,1000009,netbanking,400001
10000000306,buy,10000009,2020-03-25,2020-03-31,10,714,6490,12350,1000004,credit,400001
10000000307,buy,10000001,2020-03-26,2020-03-31,4,773,2844,12350,1000005,credit,700001
10000000308,buy,10000013,2020-03-26,2020-03-30,4,990,3920,12348,1000009,netbanking,400001
10000000309,buy,10000012,2020-03-26,2020-03-28,6,697,4056,12350,1000005,credit,700001
10000000310,buy,10000001,2020-03-26,2020-04-04,6,672,3990,12347,1000004,netbanking,400001
10000000311,buy,10000003,2020-03-27,2020-04-06,6,69750,385020,12349,1000003,netbanking,500001
10000000312,buy,10000003,2020-03-27,2020-04-04,10,71200,640800,12346,1000007,debit,700001
10000000313,buy,10000008,2020-03-28,2020-04-07,3,765,2109,12350,1000002,credit,400001
10000000314,buy,10000003,2020-03-28,2020-04-05,2,74400,139872,12346,1000007,debit,700001
10000000315,buy,10000005,2020-03-28,2020-03-30,7,824,5243,12350,1000010,netbanking,600001
10000000316,buy,10000001,2020-03-28,2020-03-30,8,1425,10368,12345,1000005,cash,700001
10000000317,buy,10000012,2020-03-28,2020-04-02,8,69750,502200,12349,1000008,cash,110001
10000000318,buy,10000014,2020-03-29,2020-04-06,2,935,1850,12348,1000008,credit,110001
10000000319,buy,10000008,2020-03-29,2020-04-07,1,1200,1116,12345,1000007,debit,700001
10000000320,buy,10000002,2020-03-29,2020-04-05,7,1290,8127,12345,1000001,debit,560001
10000000321,buy,10000003,2020-03-30,2020-04-04,3,680,1998,12350,1000001,debit,560001
10000000322,buy,10000001,2020-03-30,2020-04-03,1,1305,1213,12345,1000010,cash,600001
10000000323,buy,10000005,2020-03-30,2020-04-08,2,705,1324,12350,1000005,cash,700001
10000000323,return,10000005,2020-04-08,2020-04-14,2,705,-1324,12350,1000005,cash,700001
10000000324,buy,10000014,2020-03-30,2020-04-08,2,1001,1800,12348,1000001,netbanking,560001
10000000325,buy,10000001,2020-03-31,2020-04-01,1,688,674,12350,1000001,credit,560001
10000000326,buy,10000007,2020-03-31,2020-04-10,2,924,1754,12348,1000004,credit,400001
10000000327,buy,10000003,2020-03-31,2020-04-02,10,773,7180,12350,1000008,credit,110001
10000000327,return,10000003,2020-04-03,2020-04-13,10,773,-7180,12350,1000008,credit,110001
10000000328,buy,10000006,2020-03-31,2020-04-08,4,73600,288512,12346,1000010,credit,600001
10000000329,buy,10000002,2020-03-31,2020-04-09,1,731,687,12350,1000005,cash,700001
10000000330,buy,10000007,2020-04-01,2020-04-04,2,913,1642,12348,1000006,debit,400001
10000000331,buy,10000014,2020-04-01,2020-04-09,1,61500,57810,12349,1000007,debit,700001
10000000332,buy,10000009,2020-04-01,2020-04-02,1,1001,900,12348,1000010,netbanking,600001
10000000333,buy,10000012,2020-04-01,2020-04-07,1,1320,1240,12345,1000004,cash,400001
10000000334,buy,10000004,2020-04-01,2020-04-05,7,72000,468720,12346,1000010,credit,600001
10000000335,buy,10000007,2020-04-02,2020-04-04,9,1425,12690,12345,1000002,credit,400001
10000000336,buy,10000011,2020-04-02,2020-04-10,6,1012,5886,12348,1000010,credit,600001
10000000337,buy,10000008,2020-04-02,2020-04-07,7,1395,9667,12345,1000006,netbanking,400001
10000000338,buy,10000002,2020-04-02,2020-04-05,6,680,3996,12350,1000003,netbanking,500001
10000000339,buy,10000005,2020-04-03,2020-04-10,10,672,6110,12347,1000006,cash,400001
10000000340,buy,10000003,2020-04-03,2020-04-12,4,1485,5640,12345,1000009,debit,400001
10000000341,buy,10000001,2020-04-03,2020-04-05,2,71250,131100,12349,1000004,credit,400001
10000000342,buy,10000004,2020-04-03,2020-04-11,7,75200,510608,12346,1000002,credit,400001
10000000343,buy,10000005,2020-04-04,2020-04-11,3,1023,2853,12348,1000003,netbanking,500001
10000000344,buy,10000005,2020-04-04,2020-04-10,10,744,7060,12347,1000004,credit,400001
10000000345,buy,10000010,2020-04-04,2020-04-13,1,782,750,12350,1000008,netbanking,110001
10000000346,buy,10000008,2020-04-04,2020-04-11,1,705,648,12350,1000003,credit,500001
10000000347,buy,10000012,2020-04-05,2020-04-11,8,714,5248,12350,1000010,netbanking,600001
10000000348,buy,10000013,2020-04-05,2020-04-13,4,1200,4560,12345,1000003,netbanking,500001
10000000349,buy,10000002,2020-04-06,2020-04-14,5,1023,5010,12348,1000009,credit,400001
10000000350,buy,10000007,2020-04-06,2020-04-07,3,1260,3402,12345,1000008,debit,110001
10000000351,buy,10000002,2020-04-06,2020-04-07,4,705,2564,12350,1000005,debit,700001
10000000352,buy,10000013,2020-04-07,2020-04-09,1,60750,58927,12349,1000010,cash,600001
10000000353,buy,10000005,2020-04-07,2020-04-13,3,979,2643,12348,1000002,cash,400001
10000000354,buy,10000011,2020-04-07,2020-04-11,3,64800,176904,12346,1000005,cash,700001
10000000355,buy,10000006,2020-04-08,2020-04-10,2,748,1376,12350,1000010,debit,600001
10000000356,buy,10000001,2020-04-08,2020-04-11,10,76800,706560,12346,1000008,credit,110001
10000000357,buy,10000002,2020-04-08,2020-04-17,5,65250,303410,12349,1000005,netbanking,700001
10000000358,buy,10000001,2020-04-08,2020-04-17,10,744,6770,12347,1000005,netbanking,700001
10000000359,buy,10000009,2020-04-09,2020-04-15,4,1425,5356,12345,1000007,debit,700001
10000000360,buy,10000006,2020-04-09,2020-04-14,4,77600,301088,12346,1000010,credit,600001
10000000361,buy,10000008,2020-04-09,2020-04-17,2,913,1660,12348,1000003,credit,500001
10000000362,buy,10000014,2020-04-09,2020-04-12,1,1001,990,12348,1000006,cash,400001
10000000363,buy,10000003,2020-04-10,2020-04-11,1,807,758,12350,1000007,netbanking,700001
10000000364,buy,10000009,2020-04-10,2020-04-15,8,71200,524032,12346,1000005,netbanking,700001
10000000365,buy,10000002,2020-04-10,2020-04-18,10,1078,9910,12348,1000001,credit,560001
10000000366,buy,10000004,2020-04-10,2020-04-19,5,768,3760,12347,1000010,netbanking,600001
10000000367,buy,10000003,2020-04-10,2020-04-16,2,946,1778,12348,1000007,cash,700001
10000000368,buy,10000011,2020-04-11,2020-04-18,4,656,2492,12347,1000002,debit,400001
10000000369,buy,10000013,2020-04-11,2020-04-19,6,60750,342630,12349,1000009,cash,400001
10000000370,buy,10000005,2020-04-11,2020-04-12,2,66400,122176,12346,1000006,cash,400001
10000000371,buy,10000012,2020-04-12,2020-04-22,6,712,4182,12347,1000001,debit,560001
10000000372,buy,10000011,2020-04-12,2020-04-13,1,1260,1171,12345,1000001,credit,560001
10000000373,buy,10000011,2020-04-12,2020-04-21,5,1470,6685,12345,1000007,credit,700001
10000000374,buy,10000007,2020-04-12,2020-04-21,1,1045,961,12348,1000010,debit,600001
10000000375,buy,10000004,2020-04-12,2020-04-21,8,78400,570752,12346,1000005,netbanking,700001
10000000376,buy,10000004,2020-04-13,2020-04-18,6,756,4488,12350,1000003,netbanking,500001
10000000377,buy,10000008,2020-04-13,2020-04-22,4,1245,4680,12345,1000005,debit,700001
10000000378,buy,10000011,2020-04-14,2020-04-22,10,722,6850,12350,1000009,credit,400001
10000000379,buy,10000001,2020-04-14,2020-04-15,5,1395,6765,12345,1000005,credit,700001
10000000380,buy,10000013,2020-04-14,2020-04-23,1,979,959,12348,1000004,credit,400001
10000000381,buy,10000001,2020-04-14,2020-04-20,9,648,5481,12347,1000004,debit,400001
10000000382,buy,10000012,2020-04-15,2020-04-19,6,714,3984,12350,1000009,netbanking,400001
10000000383,buy,10000003,2020-04-15,2020-04-21,10,62250,560250,12349,1000007,debit,700001
10000000384,buy,10000014,2020-04-15,2020-04-16,10,66750,627450,12349,1000007,debit,700001
10000000384,return,10000014,2020-04-18,2020-04-26,10,66750,-627450,12349,1000007,debit,700001
10000000385,buy,10000001,2020-04-15,2020-04-17,5,664,3285,12347,1000006,credit,400001
10000000386,buy,10000001,2020-04-15,2020-04-17,7,833,5306,12350,1000005,cash,700001
10000000387,buy,10000006,2020-04-16,2020-04-25,4,816,2968,12350,1000009,cash,400001
10000000388,buy,10000005,2020-04-16,2020-04-23,8,756,5440,12350,1000003,netbanking,500001
10000000389,buy,10000003,2020-04-16,2020-04-20,10,1012,9200,12348,1000007,netbanking,700001
10000000390,buy,10000014,2020-04-16,2020-04-19,8,1067,8360,12348,1000002,netbanking,400001
10000000391,buy,10000002,2020-04-17,2020-04-18,6,72000,423360,12349,1000010,credit,600001
10000000392,buy,10000012,2020-04-17,2020-04-20,3,74250,207156,12349,1000002,netbanking,400001
10000000393,buy,10000005,2020-04-17,2020-04-23,7,1425,9870,12345,1000006,debit,400001
10000000394,buy,10000010,2020-04-17,2020-04-27,10,60000,552000,12349,1000007,credit,700001
10000000395,buy,10000006,2020-04-18,2020-04-21,2,1425,2592,12345,1000005,netbanking,700001
10000000395,return,10000006,2020-04-24,2020-05-02,2,1425,-2592,12345,1000005,netbanking,700001
10000000396,buy,10000011,2020-04-18,2020-04-20,1,744,736,12347,1000008,debit,110001
10000000396,return,10000011,2020-04-21,2020-04-23,1,744,-736,12347,1000008,debit,110001
10000000397,buy,10000003,2020-04-18,2020-04-26,1,712,704,12347,1000006,netbanking,400001
10000000398,buy,10000002,2020-04-19,2020-04-26,1,1335,1228,12345,1000008,cash,110001
10000000399,buy,10000012,2020-04-19,2020-04-20,7,67500,448875,12349,1000003,netbanking,500001
10000000400,buy,10000012,2020-04-19,2020-04-21,9,1290,11142,12345,1000006,credit,400001
10000000401,buy,10000010,2020-04-19,2020-04-29,4,731,2748,12350,1000002,credit,400001
10000000402,buy,10000002,2020-04-20,2020-04-24,10,765,6880,12350,1000009,credit,400001
10000000403,buy,10000007,2020-04-20,2020-04-21,1,824,815,12350,1000008,cash,110001
10000000403,return,10000007,2020-04-24,2020-05-05,1,824,-815,12350,1000008,cash,110001
10000000404,buy,10000013,2020-04-20,2020-04-29,2,697,1254,12350,1000004,netbanking,400001
10000000405,buy,10000012,2020-04-20,2020-04-25,9,66750,576720,12349,1000009,credit,400001
10000000406,buy,10000007,2020-04-21,2020-04-27,10,1260,11970,12345,1000002,debit,400001
10000000407,buy,10000001,2020-04-21,2020-04-24,5,880,4355,12348,1000009,cash,400001
10000000408,buy,10000013,2020-04-21,2020-04-22,1,816,750,12350,1000009,netbanking,400001
10000000409,buy,10000008,2020-04-21,2020-04-30,10,752,6760,12347,1000006,debit,400001
10000000410,buy,10000010,2020-04-22,2020-05-02,8,76800,583680,12346,1000008,cash,110001
10000000411,buy,10000002,2020-04-22,2020-04-26,6,72800,401856,12346,1000001,netbanking,560001
10000000412,buy,10000009,2020-04-22,2020-04-26,6,705,4014,12350,1000007,cash,700001
10000000413,buy,10000012,2020-04-23,2020-04-29,10,1045,9820,12348,1000005,cash,700001
10000000414,buy,10000006,2020-04-23,2020-04-24,7,64000,403200,12346,1000004,cash,400001
10000000415,buy,10000010,2020-04-23,2020-04-28,1,69600,64728,12346,1000008,debit,110001
10000000416,buy,10000002,2020-04-23,2020-04-28,1,63750,58650,12349,1000009,debit,400001
10000000417,buy,10000014,2020-04-24,2020-05-03,8,64800,487296,12346,1000006,debit,400001
10000000418,buy,10000001,2020-04-24,2020-04-26,3,736,2007,12347,1000004,cash,400001
10000000419,buy,10000003,2020-04-24,2020-04-29,5,824,3705,12350,1000006,cash,400001
10000000420,buy,10000012,2020-04-24,2020-04-26,9,935,7821,12348,1000010,cash,600001
10000000421,buy,10000011,2020-04-25,2020-05-02,6,790,4692,12350,1000005,netbanking,700001
10000000422,buy,10000012,2020-04-25,2020-04-30,1,69600,66816,12346,1000002,credit,400001
10000000423,buy,10000003,2020-04-25,2020-04-28,5,72000,334800,12346,1000009,credit,400001
10000000424,buy,10000011,2020-04-25,2020-05-05,10,1320,11880,12345,1000003,credit,500001
10000000425,buy,10000004,2020-04-25,2020-04-28,10,64500,599850,12349,1000001,cash,560001
10000000426,buy,10000014,2020-04-25,2020-04-26,4,748,2960,12350,1000010,cash,600001
10000000427,buy,10000014,2020-04-25,2020-05-03,4,1089,4136,12348,1000007,credit,700001
10000000428,buy,10000008,2020-04-26,2020-05-01,4,739,2924,12350,1000001,credit,560001
10000000429,buy,10000013,2020-04-26,2020-05-02,10,72750,683850,12349,1000010,netbanking,600001
10000000430,buy,10000012,2020-04-26,2020-04-28,4,705,2648,12350,1000003,credit,500001
10000000431,buy,10000001,2020-04-26,2020-04-30,6,64500,363780,12349,1000007,cash,700001
10000000432,buy,10000010,2020-04-27,2020-04-29,2,656,1232,12347,1000006,netbanking,400001
10000000433,buy,10000012,2020-04-27,2020-05-02,9,1380,11547,12345,1000009,netbanking,400001
10000000434,buy,10000002,2020-04-27,2020-05-07,7,64000,421120,12346,1000005,netbanking,700001
10000000435,buy,10000010,2020-04-27,2020-05-07,9,672,5679,12347,1000001,debit,560001
10000000436,buy,10000004,2020-04-28,2020-05-05,5,891,4095,12348,1000006,debit,400001
10000000437,buy,10000009,2020-04-28,2020-04-30,5,79200,380160,12346,1000008,credit,110001
10000000438,buy,10000012,2020-04-28,2020-05-01,4,1089,4136,12348,1000003,credit,500001
10000000439,buy,10000008,2020-04-29,2020-05-03,7,946,6489,12348,1000008,cash,110001
10000000440,buy,10000004,2020-04-29,2020-04-30,5,714,3355,12350,1000002,cash,400001
10000000441,buy,10000005,2020-04-30,2020-05-06,4,1290,4796,12345,1000003,debit,500001
10000000442,buy,10000007,2020-04-30,2020-05-07,1,60750,55890,12349,1000008,credit,110001
10000000443,buy,10000005,2020-04-30,2020-05-03,4,60000,228000,12349,1000007,debit,700001
10000000444,buy,10000013,2020-04-30,2020-05-09,7,1290,8211,12345,1000006,credit,400001
10000000444,return,10000013,2020-05-09,2020-05-20,7,1290,-8211,12345,1000006,credit,400001
10000000445,buy,10000004,2020-05-01,2020-05-11,5,1034,5065,12348,1000005,netbanking,700001
10000000446,buy,10000002,2020-05-01,2020-05-10,4,65250,234900,12349,1000003,cash,500001
10000000447,buy,10000010,2020-05-01,2020-05-02,6,60000,324000,12349,1000006,credit,400001
10000000448,buy,10000004,2020-05-02,2020-05-06,8,768,5768,12347,1000006,cash,400001
10000000449,buy,10000004,2020-05-02,2020-05-05,8,70400,535040,12346,1000001,debit,560001
10000000450,buy,10000009,2020-05-02,2020-05-12,10,640,6080,12347,1000003,debit,500001
10000000451,buy,10000007,2020-05-02,2020-05-04,9,71250,589950,12349,1000004,cash,400001
10000000452,buy,10000009,2020-05-02,2020-05-10,6,696,4092,12347,1000007,cash,700001
10000000453,buy,10000001,2020-05-03,2020-05-08,6,672,3990,12347,1000005,credit,700001
10000000454,buy,10000007,2020-05-03,2020-05-08,4,76000,282720,12346,1000002,credit,400001
10000000455,buy,10000014,2020-05-03,2020-05-13,3,71200,211464,12346,1000002,credit,400001
10000000456,buy,10000011,2020-05-04,2020-05-14,10,1410,13530,12345,1000007,cash,700001
10000000457,buy,10000007,2020-05-04,2020-05-12,8,1320,10344,12345,1000003,debit,500001
10000000458,buy,10000001,2020-05-04,2020-05-11,8,913,6568,12348,1000004,cash,400001
10000000459,buy,10000002,2020-05-05,2020-05-06,9,1350,11664,12345,1000001,netbanking,560001
10000000460,buy,10000004,2020-05-05,2020-05-07,2,697,1366,12350,1000001,debit,560001
10000000461,buy,10000008,2020-05-05,2020-05-15,6,807,4596,12350,1000008,credit,110001
10000000462,buy,10000013,2020-05-05,2020-05-09,4,70500,265080,12349,1000008,debit,110001
10000000463,buy,10000003,2020-05-06,2020-05-16,9,72000,622080,12349,1000007,cash,700001
10000000464,buy,10000006,2020-05-06,2020-05-08,8,66000,496320,12349,1000002,cash,400001
10000000465,buy,10000008,2020-05-07,2020-05-08,6,648,3534,12347,1000006,cash,400001
10000000466,buy,10000002,2020-05-07,2020-05-17,2,799,1550,12350,1000004,debit,400001
10000000467,buy,10000009,2020-05-07,2020-05-17,3,1440,3972,12345,1000003,netbanking,500001
10000000468,buy,10000004,2020-05-08,2020-05-10,3,768,2073,12347,1000006,credit,400001
10000000469,buy,10000008,2020-05-08,2020-05-18,5,64000,307200,12346,1000002,credit,400001
10000000470,buy,10000010,2020-05-08,2020-05-15,4,720,2736,12347,1000007,credit,700001
10000000471,buy,10000014,2020-05-08,2020-05-13,9,784,6345,12347,1000001,credit,560001
10000000472,buy,10000011,2020-05-09,2020-05-14,10,1056,10450,12348,1000003,netbanking,500001
10000000473,buy,10000011,2020-05-09,2020-05-12,10,72000,662400,12346,1000002,cash,400001
10000000474,buy,10000004,2020-05-09,2020-05-13,2,1275,2294,12345,1000009,cash,400001
10000000475,buy,10000007,2020-05-10,2020-05-16,8,66750,501960,12349,1000007,debit,700001
10000000476,buy,10000006,2020-05-10,2020-05-17,10,72750,662020,12349,1000003,debit,500001
10000000477,buy,10000006,2020-05-10,2020-05-11,1,816,783,12350,1000004,credit,400001
10000000478,buy,10000013,2020-05-10,2020-05-11,1,1245,1182,12345,1000003,debit,500001
10000000479,buy,10000006,2020-05-10,2020-05-20,7,688,4718,12350,1000004,cash,400001
10000000480,buy,10000013,2020-05-10,2020-05-11,8,1245,9360,12345,1000008,netbanking,110001
10000000480,return,10000013,2020-05-12,2020-05-22,8,1245,-9360,12345,1000008,netbanking,110001
10000000481,buy,10000010,2020-05-11,2020-05-14,4,705,2704,12350,1000006,credit,400001
10000000481,return,10000010,2020-05-16,2020-05-23,4,705,-2704,12350,1000006,credit,400001
10000000482,buy,10000008,2020-05-11,2020-05-14,10,72000,669600,12349,1000010,cash,600001
10000000483,buy,10000012,2020-05-11,2020-05-18,8,1023,7688,12348,1000008,credit,110001
10000000484,buy,10000001,2020-05-11,2020-05-20,2,65250,117450,12349,1000004,debit,400001
10000000485,buy,10000011,2020-05-11,2020-05-15,3,1305,3561,12345,1000001,cash,560001
10000000486,buy,10000007,2020-05-12,2020-05-20,5,63000,299250,12349,1000006,cash,400001
10000000487,buy,10000001,2020-05-12,2020-05-17,2,68000,122400,12346,1000005,netbanking,700001
10000000487,return,10000001,2020-05-17,2020-05-24,2,68000,-122400,12346,1000005,netbanking,700001
10000000488,buy,10000001,2020-05-13,2020-05-23,4,68800,261440,12346,1000008,debit,110001
10000000489,buy,10000003,2020-05-13,2020-05-16,1,64000,58880,12346,1000008,credit,110001
10000000490,buy,10000010,2020-05-13,2020-05-15,10,1455,13380,12345,1000006,cash,400001
10000000490,return,10000010,2020-05-17,2020-05-22,10,1455,-13380,12345,1000006,cash,400001
10000000491,buy,10000011,2020-05-13,2020-05-23,7,72750,458325,12349,1000001,credit,560001
10000000492,buy,10000007,2020-05-14,2020-05-15,5,1350,6615,12345,1000001,credit,560001
10000000493,buy,10000003,2020-05-14,2020-05-19,9,979,8190,12348,1000003,debit,500001
10000000494,buy,10000002,2020-05-14,2020-05-16,4,1215,4468,12345,1000008,netbanking,110001
10000000495,buy,10000003,2020-05-14,2020-05-19,9,913,7389,12348,1000004,netbanking,400001
10000000496,buy,10000012,2020-05-15,2020-05-18,4,62250,229080,12349,1000006,credit,400001
